customer_id,age_category,income_category,loan_amount_category,loan_period_category,payment_failure_history,credit_rating,late_payment_last_month,inflation_rate,loan_interest_rate
9575,2,2,2,3,0,3,1,1.95%,5.50%
9576,3,3,2,3,0,4,1,1.95%,5.50%
9577,1,2,3,2,0,1,0,1.95%,5.50%
9578,3,3,2,2,1,3,1,1.95%,5.50%
9579,3,3,3,2,0,1,0,1.95%,5.50%
9580,3,2,2,2,0,2,1,1.95%,5.50%
9581,1,2,3,3,1,4,1,1.95%,5.50%
9582,1,2,2,2,0,3,1,1.95%,5.50%
9583,3,3,2,3,0,2,1,1.95%,5.50%
9584,2,2,3,3,0,1,0,1.95%,5.50%
9585,2,3,1,3,0,3,1,1.95%,5.50%
9586,4,3,2,3,0,2,1,1.95%,5.50%
9587,3,2,3,3,0,5,1,1.95%,5.50%
9588,2,2,3,2,1,2,1,1.95%,5.50%
9589,1,3,2,3,0,3,1,1.95%,5.50%
9590,3,3,2,2,0,1,0,1.95%,5.50%
9591,3,3,1,2,0,5,1,1.95%,5.50%
9592,1,2,2,2,1,4,1,1.95%,5.50%
9593,3,2,2,3,1,2,1,1.95%,5.50%
9594,2,3,2,2,1,5,1,1.95%,5.50%
9595,2,3,3,3,1,4,1,1.95%,5.50%
9596,3,3,2,3,0,2,1,1.95%,5.50%
9597,2,3,3,3,0,3,1,1.95%,5.50%
9598,2,3,2,3,0,2,1,1.95%,5.50%
9599,2,3,3,3,0,3,1,1.95%,5.50%
9600,3,3,3,2,0,2,1,1.95%,5.50%
9601,1,3,2,2,0,4,1,1.95%,5.50%
9602,3,2,3,3,0,5,1,1.95%,5.50%
9603,4,3,2,2,0,1,0,1.95%,5.50%
9604,1,2,2,1,1,5,1,1.95%,5.50%
9605,2,3,2,2,0,1,0,1.95%,5.50%
9606,3,3,2,1,0,4,1,1.95%,5.50%
9607,3,3,2,3,0,2,1,1.95%,5.50%
9608,2,2,2,3,0,4,1,1.95%,5.50%
9609,3,3,2,2,0,3,1,1.95%,5.50%
9610,1,3,2,2,0,4,1,1.95%,5.50%
9611,2,1,2,3,1,4,1,1.95%,5.50%
9612,2,3,2,3,0,4,1,1.95%,5.50%
9613,3,3,3,2,0,4,1,1.95%,5.50%
9614,2,3,3,2,0,2,1,1.95%,5.50%
9615,2,2,2,2,0,5,1,1.95%,5.50%
9616,2,3,2,2,0,1,0,1.95%,5.50%
9617,3,3,2,3,1,4,1,1.95%,5.50%
9618,3,3,2,3,1,5,1,1.95%,5.50%
9619,1,3,2,3,0,4,1,1.95%,5.50%
9620,3,3,2,2,0,1,0,1.95%,5.50%
9621,3,1,3,2,0,5,1,1.95%,5.50%
9622,2,3,3,2,1,1,0,1.95%,5.50%
9623,2,3,3,3,0,2,1,1.95%,5.50%
9624,3,2,3,2,0,5,1,1.95%,5.50%
9625,3,1,2,2,0,5,1,1.95%,5.50%
9626,2,3,2,2,0,3,1,1.95%,5.50%
9627,3,3,2,3,0,4,1,1.95%,5.50%
9628,3,2,2,3,1,2,1,1.95%,5.50%
9629,3,2,2,3,0,1,0,1.95%,5.50%
9630,3,3,2,3,1,5,1,1.95%,5.50%
9631,3,2,3,2,0,1,0,1.95%,5.50%
9632,2,1,3,3,0,2,1,1.95%,5.50%
9633,3,3,2,3,0,1,0,1.95%,5.50%
9634,3,2,3,2,0,3,1,1.95%,5.50%
9635,2,2,2,2,0,3,1,1.95%,5.50%
9636,3,3,3,3,0,5,1,1.95%,5.50%
9637,3,2,3,2,0,5,1,1.95%,5.50%
9638,3,2,2,2,0,2,1,1.95%,5.50%
9639,1,3,3,2,0,2,1,1.95%,5.50%
9640,3,3,2,3,0,1,0,1.95%,5.50%
9641,2,3,2,3,0,3,1,1.95%,5.50%
9642,3,2,2,3,0,4,1,1.95%,5.50%
9643,1,3,3,1,0,4,1,1.95%,5.50%
9644,3,2,1,3,0,3,1,1.95%,5.50%
9645,3,3,2,2,0,2,1,1.95%,5.50%
9646,3,3,2,2,0,2,1,1.95%,5.50%
9647,2,3,3,3,0,4,1,1.95%,5.50%
9648,3,3,2,2,0,3,1,1.95%,5.50%
9649,3,1,2,3,0,2,1,1.95%,5.50%
9650,1,2,3,1,0,5,1,1.95%,5.50%
9651,3,3,2,1,0,2,1,1.95%,5.50%
9652,2,3,2,3,1,2,1,1.95%,5.50%
9653,2,3,3,2,0,4,1,1.95%,5.50%
9654,2,3,3,2,0,5,1,1.95%,5.50%
9655,3,3,2,2,0,3,1,1.95%,5.50%
9656,3,3,3,3,0,5,1,1.95%,5.50%
9657,3,2,2,3,0,5,1,1.95%,5.50%
9658,3,3,2,2,0,3,1,1.95%,5.50%
9659,4,3,2,2,1,2,1,1.95%,5.50%
9660,3,2,2,3,0,4,1,1.95%,5.50%
9661,4,3,3,2,0,2,1,1.95%,5.50%
9662,2,3,2,2,0,4,1,1.95%,5.50%
9663,3,2,3,3,0,4,1,1.95%,5.50%
9664,3,2,1,2,0,1,0,1.95%,5.50%
9665,3,3,3,1,1,4,1,1.95%,5.50%
9666,2,3,3,2,1,2,1,1.95%,5.50%
9667,2,3,2,3,0,1,0,1.95%,5.50%
9668,3,3,3,2,0,3,1,1.95%,5.50%
9669,3,2,3,3,0,4,1,1.95%,5.50%
9670,3,3,3,2,1,4,1,1.95%,5.50%
9671,2,2,1,2,0,5,1,1.95%,5.50%
9672,1,2,2,3,0,2,1,1.95%,5.50%
9673,2,2,3,3,1,5,1,1.95%,5.50%
9674,2,3,2,3,0,2,1,1.95%,5.50%
9675,1,3,3,3,0,1,0,1.95%,5.50%
9676,3,3,3,2,0,4,1,1.95%,5.50%
9677,1,3,2,2,0,5,1,1.95%,5.50%
9678,3,2,3,2,0,1,0,1.95%,5.50%
9679,1,2,3,3,0,3,1,1.95%,5.50%
9680,3,3,2,3,0,2,1,1.95%,5.50%
9681,3,3,2,2,0,1,0,1.95%,5.50%
9682,1,3,2,3,0,4,1,1.95%,5.50%
9683,3,3,3,2,0,4,1,1.95%,5.50%
9684,3,3,2,3,0,4,1,1.95%,5.50%
9685,3,3,2,3,0,5,1,1.95%,5.50%
9686,3,2,3,2,0,1,0,1.95%,5.50%
9687,3,3,2,3,0,2,1,1.95%,5.50%
9688,2,2,3,3,1,4,1,1.95%,5.50%
9689,2,2,3,2,0,3,1,1.95%,5.50%
9690,3,1,2,2,0,1,0,1.95%,5.50%
9691,3,2,3,2,0,4,1,1.95%,5.50%
9692,3,2,2,3,0,3,1,1.95%,5.50%
9693,2,2,3,3,0,4,1,1.95%,5.50%
9694,2,2,2,3,0,2,1,1.95%,5.50%
9695,3,3,3,2,0,5,1,1.95%,5.50%
9696,3,3,2,2,0,2,1,1.95%,5.50%
9697,2,3,2,2,1,1,0,1.95%,5.50%
9698,2,3,2,3,1,5,1,1.95%,5.50%
9699,3,3,2,3,0,4,1,1.95%,5.50%
9700,4,1,2,2,0,3,1,1.95%,5.50%
9701,2,3,3,2,0,3,1,1.95%,5.50%
9702,1,2,3,2,0,1,0,1.95%,5.50%
9703,2,2,2,2,0,5,1,1.95%,5.50%
9704,3,3,2,3,1,5,1,1.95%,5.50%
9705,3,3,3,2,0,2,1,1.95%,5.50%
9706,4,3,3,2,0,4,1,1.95%,5.50%
9707,3,3,3,2,0,4,1,1.95%,5.50%
9708,3,3,3,3,0,1,0,1.95%,5.50%
9709,3,2,2,2,0,2,1,1.95%,5.50%
9710,2,3,2,2,0,3,1,1.95%,5.50%
9711,3,2,3,2,0,5,1,1.95%,5.50%
9712,2,3,2,1,0,2,1,1.95%,5.50%
9713,2,2,1,2,0,3,1,1.95%,5.50%
9714,2,3,3,2,1,5,1,1.95%,5.50%
9715,3,2,3,3,1,1,0,1.95%,5.50%
9716,1,1,1,2,1,2,1,1.95%,5.50%
9717,2,3,2,3,0,3,1,1.95%,5.50%
9718,2,3,3,3,0,2,1,1.95%,5.50%
9719,3,3,3,3,0,1,0,1.95%,5.50%
9720,2,2,2,3,0,5,1,1.95%,5.50%
9721,3,3,2,2,1,1,0,1.95%,5.50%
9722,3,1,3,3,0,1,0,1.95%,5.50%
9723,3,3,2,2,1,3,1,1.95%,5.50%
9724,1,2,2,2,1,1,0,1.95%,5.50%
9725,3,2,3,3,0,3,1,1.95%,5.50%
9726,3,3,2,2,0,3,1,1.95%,5.50%
9727,2,3,3,3,0,3,1,1.95%,5.50%
9728,3,3,2,3,0,2,1,1.95%,5.50%
9729,2,2,2,3,0,2,1,1.95%,5.50%
9730,3,2,2,2,0,2,1,1.95%,5.50%
9731,2,2,2,3,0,2,1,1.95%,5.50%
9732,4,2,3,2,1,2,1,1.95%,5.50%
9733,3,3,3,2,1,5,1,1.95%,5.50%
9734,3,3,1,3,0,2,1,1.95%,5.50%
9735,3,2,2,3,0,5,1,1.95%,5.50%
9736,1,3,2,3,0,1,0,1.95%,5.50%
9737,1,2,2,3,0,5,1,1.95%,5.50%
9738,2,3,2,3,0,4,1,1.95%,5.50%
9739,2,2,3,2,0,4,1,1.95%,5.50%
9740,1,3,2,2,0,3,1,1.95%,5.50%
9741,2,3,2,2,1,5,1,1.95%,5.50%
9742,1,3,2,3,0,1,0,1.95%,5.50%
9743,3,3,3,2,0,3,1,1.95%,5.50%
9744,1,3,2,3,1,4,1,1.95%,5.50%
9745,3,3,3,3,0,1,0,1.95%,5.50%
9746,3,3,3,3,0,4,1,1.95%,5.50%
9747,2,3,2,2,0,1,0,1.95%,5.50%
9748,3,3,3,3,0,1,0,1.95%,5.50%
9749,1,2,3,2,0,2,1,1.95%,5.50%
9750,3,3,2,2,0,2,1,1.95%,5.50%
9751,3,3,3,2,1,3,1,1.95%,5.50%
9752,3,3,2,3,0,3,1,1.95%,5.50%
9753,3,3,2,3,1,2,1,1.95%,5.50%
9754,3,1,3,2,1,2,1,1.95%,5.50%
9755,3,3,3,2,1,3,1,1.95%,5.50%
9756,3,3,2,3,0,1,0,1.95%,5.50%
9757,1,3,2,3,0,5,1,1.95%,5.50%
9758,3,3,3,2,0,5,1,1.95%,5.50%
9759,3,3,2,3,1,5,1,1.95%,5.50%
9760,3,1,3,3,0,5,1,1.95%,5.50%
9761,3,3,3,2,0,4,1,1.95%,5.50%
9762,2,3,3,3,0,1,0,1.95%,5.50%
9763,3,2,3,3,0,5,1,1.95%,5.50%
9764,1,3,2,2,0,2,1,1.95%,5.50%
9765,3,3,2,2,0,2,1,1.95%,5.50%
9766,4,3,3,3,1,1,0,1.95%,5.50%
9767,3,2,3,2,0,4,1,1.95%,5.50%
9768,2,3,3,3,0,5,1,1.95%,5.50%
9769,1,2,3,3,0,3,1,1.95%,5.50%
9770,3,2,3,3,0,5,1,1.95%,5.50%
9771,3,2,2,3,0,3,1,1.95%,5.50%
9772,2,3,2,3,0,2,1,1.95%,5.50%
9773,2,3,2,3,1,4,1,1.95%,5.50%
9774,3,3,3,3,1,3,1,1.95%,5.50%
9775,2,3,3,3,0,4,1,1.95%,5.50%
9776,1,1,3,3,0,4,1,1.95%,5.50%
9777,3,3,3,2,0,3,1,1.95%,5.50%
9778,2,3,3,3,0,1,0,1.95%,5.50%
9779,3,3,2,2,0,4,1,1.95%,5.50%
9780,3,2,2,2,1,2,1,1.95%,5.50%
9781,3,1,3,2,0,2,1,1.95%,5.50%
9782,4,3,2,2,0,2,1,1.95%,5.50%
9783,3,3,1,3,1,2,1,1.95%,5.50%
9784,2,3,3,2,0,1,0,1.95%,5.50%
9785,3,2,2,2,0,5,1,1.95%,5.50%
9786,3,2,2,3,0,3,1,1.95%,5.50%
9787,3,1,3,3,0,1,0,1.95%,5.50%
9788,2,3,3,2,0,1,0,1.95%,5.50%
9789,4,3,3,3,1,4,1,1.95%,5.50%
9790,2,3,2,2,0,4,1,1.95%,5.50%
9791,2,3,2,1,0,4,1,1.95%,5.50%
9792,2,2,1,2,0,3,1,1.95%,5.50%
9793,1,2,2,3,0,4,1,1.95%,5.50%
9794,1,3,1,3,0,1,0,1.95%,5.50%
9795,3,2,3,3,0,5,1,1.95%,5.50%
9796,3,3,3,3,1,5,1,1.95%,5.50%
9797,1,3,3,2,0,5,1,1.95%,5.50%
9798,3,3,2,2,0,3,1,1.95%,5.50%
9799,1,3,3,3,0,4,1,1.95%,5.50%
9800,3,3,3,2,0,4,1,1.95%,5.50%
9801,3,2,3,3,0,3,1,1.95%,5.50%
9802,1,3,2,3,1,5,1,1.95%,5.50%
9803,3,2,2,2,0,1,0,1.95%,5.50%
9804,3,2,3,2,0,3,1,1.95%,5.50%
9805,2,2,3,3,0,5,1,1.95%,5.50%
9806,2,3,2,3,0,4,1,1.95%,5.50%
9807,3,3,2,3,1,3,1,1.95%,5.50%
9808,2,3,3,3,0,3,1,1.95%,5.50%
9809,2,3,3,3,1,2,1,1.95%,5.50%
9810,2,2,2,3,0,4,1,1.95%,5.50%
9811,3,2,3,3,0,5,1,1.95%,5.50%
9812,1,2,2,2,0,3,1,1.95%,5.50%
9813,3,3,2,3,0,5,1,1.95%,5.50%
9814,3,2,2,3,1,5,1,1.95%,5.50%
9815,2,2,1,3,0,5,1,1.95%,5.50%
9816,3,2,3,2,0,4,1,1.95%,5.50%
9817,3,2,2,1,0,1,0,1.95%,5.50%
9818,4,3,2,2,0,4,1,1.95%,5.50%
9819,2,3,2,2,0,4,1,1.95%,5.50%
9820,2,3,2,3,1,5,1,1.95%,5.50%
9821,2,3,3,3,0,3,1,1.95%,5.50%
9822,3,3,3,2,0,5,1,1.95%,5.50%
9823,1,3,2,3,0,2,1,1.95%,5.50%
9824,3,3,2,2,0,3,1,1.95%,5.50%
9825,3,2,2,2,0,1,0,1.95%,5.50%
9826,4,3,3,3,0,3,1,1.95%,5.50%
9827,3,3,3,3,0,2,1,1.95%,5.50%
9828,3,3,2,3,0,1,0,1.95%,5.50%
9829,3,3,2,2,0,2,1,1.95%,5.50%
9830,3,2,3,3,0,3,1,1.95%,5.50%
9831,3,3,2,1,0,1,0,1.95%,5.50%
9832,2,1,3,3,0,4,1,1.95%,5.50%
9833,2,3,2,3,1,5,1,1.95%,5.50%
9834,2,2,2,2,0,4,1,1.95%,5.50%
9835,2,1,3,2,0,4,1,1.95%,5.50%
9836,2,3,3,3,1,2,1,1.95%,5.50%
9837,2,3,3,3,1,2,1,1.95%,5.50%
9838,1,2,2,2,0,1,0,1.95%,5.50%
9839,1,3,3,2,0,5,1,1.95%,5.50%
9840,2,3,1,3,0,4,1,1.95%,5.50%
9841,3,3,2,3,0,1,0,1.95%,5.50%
9842,1,2,2,2,1,5,1,1.95%,5.50%
9843,2,3,2,2,0,4,1,1.95%,5.50%
9844,4,3,2,3,1,3,1,1.95%,5.50%
9845,3,3,3,2,0,1,0,1.95%,5.50%
9846,3,3,1,3,0,1,0,1.95%,5.50%
9847,2,2,3,2,0,3,1,1.95%,5.50%
9848,3,3,2,2,0,2,1,1.95%,5.50%
9849,3,1,3,1,0,4,1,1.95%,5.50%
9850,3,3,3,3,0,4,1,1.95%,5.50%
9851,3,2,2,2,0,2,1,1.95%,5.50%
9852,2,2,2,2,0,3,1,1.95%,5.50%
9853,3,2,3,3,1,5,1,1.95%,5.50%
9854,3,3,3,2,0,2,1,1.95%,5.50%
9855,3,2,3,2,0,1,0,1.95%,5.50%
9856,3,2,2,2,0,1,0,1.95%,5.50%
9857,2,3,3,2,0,1,0,1.95%,5.50%
9858,2,2,2,3,0,4,1,1.95%,5.50%
9859,3,3,3,2,0,2,1,1.95%,5.50%
9860,1,2,3,3,1,5,1,1.95%,5.50%
9861,3,2,2,2,0,4,1,1.95%,5.50%
9862,4,2,2,2,0,1,0,1.95%,5.50%
9863,3,3,2,2,0,2,1,1.95%,5.50%
9864,3,3,3,2,0,1,0,1.95%,5.50%
9865,3,2,2,2,1,4,1,1.95%,5.50%
9866,3,3,3,3,1,4,1,1.95%,5.50%
9867,3,3,2,2,0,1,0,1.95%,5.50%
9868,2,3,3,3,0,5,1,1.95%,5.50%
9869,3,3,2,1,0,5,1,1.95%,5.50%
9870,3,2,2,3,0,5,1,1.95%,5.50%
9871,3,3,2,3,0,1,0,1.95%,5.50%
9872,3,2,2,2,0,1,0,1.95%,5.50%
9873,3,3,2,2,0,5,1,1.95%,5.50%
9874,3,3,3,2,0,2,1,1.95%,5.50%
9875,3,3,2,2,0,1,0,1.95%,5.50%
9876,1,3,3,2,0,1,0,1.95%,5.50%
9877,2,3,2,3,0,1,0,1.95%,5.50%
9878,2,2,2,2,1,5,1,1.95%,5.50%
9879,2,3,2,2,0,1,0,1.95%,5.50%
9880,1,2,2,3,0,5,1,1.95%,5.50%
9881,1,3,2,2,0,2,1,1.95%,5.50%
9882,3,2,3,3,0,4,1,1.95%,5.50%
9883,3,2,2,2,0,3,1,1.95%,5.50%
9884,2,3,2,3,0,2,1,1.95%,5.50%
9885,3,2,2,3,0,2,1,1.95%,5.50%
9886,3,3,2,3,0,3,1,1.95%,5.50%
9887,2,3,2,2,1,2,1,1.95%,5.50%
9888,3,2,3,2,1,4,1,1.95%,5.50%
9889,3,2,3,3,0,3,1,1.95%,5.50%
9890,3,3,2,3,1,3,1,1.95%,5.50%
9891,3,3,2,3,0,1,0,1.95%,5.50%
9892,3,3,3,3,0,5,1,1.95%,5.50%
9893,4,3,2,2,0,3,1,1.95%,5.50%
9894,3,2,2,2,0,5,1,1.95%,5.50%
9895,3,1,2,3,0,2,1,1.95%,5.50%
9896,3,3,3,3,0,3,1,1.95%,5.50%
9897,2,2,3,3,0,5,1,1.95%,5.50%
9898,2,3,2,2,0,5,1,1.95%,5.50%
9899,2,3,1,2,0,4,1,1.95%,5.50%
9900,3,3,3,2,0,1,0,1.95%,5.50%
9901,3,2,3,2,0,3,1,1.95%,5.50%
9902,3,3,2,3,0,3,1,1.95%,5.50%
9903,2,2,3,2,0,2,1,1.95%,5.50%
9904,3,3,3,3,1,2,1,1.95%,5.50%
9905,3,3,3,1,0,3,1,1.95%,5.50%
9906,3,3,3,2,0,2,1,1.95%,5.50%
9907,2,3,2,2,0,2,1,1.95%,5.50%
9908,3,3,2,2,0,1,0,1.95%,5.50%
9909,3,3,2,3,0,3,1,1.95%,5.50%
9910,3,3,2,1,0,1,0,1.95%,5.50%
9911,3,3,3,2,1,3,1,1.95%,5.50%
9912,2,3,2,3,0,5,1,1.95%,5.50%
9913,2,3,2,1,1,2,1,1.95%,5.50%
9914,1,3,1,2,1,4,1,1.95%,5.50%
9915,3,3,2,3,1,4,1,1.95%,5.50%
9916,3,3,3,1,1,5,1,1.95%,5.50%
9917,2,3,3,3,0,3,1,1.95%,5.50%
9918,3,2,2,3,0,2,1,1.95%,5.50%
9919,3,3,3,2,0,5,1,1.95%,5.50%
9920,3,2,1,3,0,4,1,1.95%,5.50%
9921,3,3,2,2,0,2,1,1.95%,5.50%
9922,1,3,2,3,1,5,1,1.95%,5.50%
9923,3,3,2,3,0,5,1,1.95%,5.50%
9924,3,3,2,2,0,2,1,1.95%,5.50%
9925,3,2,3,1,0,1,0,1.95%,5.50%
9926,2,2,2,2,0,4,1,1.95%,5.50%
9927,1,2,3,3,0,4,1,1.95%,5.50%
9928,2,2,3,3,0,4,1,1.95%,5.50%
9929,3,3,2,2,0,5,1,1.95%,5.50%
9930,3,3,2,1,1,2,1,1.95%,5.50%
9931,3,3,2,3,0,5,1,1.95%,5.50%
9932,3,3,2,3,1,3,1,1.95%,5.50%
9933,3,2,3,3,0,3,1,1.95%,5.50%
9934,2,2,2,2,1,5,1,1.95%,5.50%
9935,2,3,3,3,0,1,0,1.95%,5.50%
9936,2,2,3,2,0,1,0,1.95%,5.50%
9937,3,3,3,3,0,2,1,1.95%,5.50%
9938,2,3,3,2,1,1,0,1.95%,5.50%
9939,3,3,2,3,1,3,1,1.95%,5.50%
9940,3,3,3,3,0,1,0,1.95%,5.50%
9941,3,3,2,3,0,3,1,1.95%,5.50%
9942,3,3,3,2,0,3,1,1.95%,5.50%
9943,1,3,2,2,1,4,1,1.95%,5.50%
9944,2,2,1,2,0,1,0,1.95%,5.50%
9945,2,3,2,3,0,2,1,1.95%,5.50%
9946,3,2,3,3,0,1,0,1.95%,5.50%
9947,2,3,2,2,1,3,1,1.95%,5.50%
9948,3,3,3,2,0,3,1,1.95%,5.50%
9949,2,3,2,2,0,5,1,1.95%,5.50%
9950,3,2,2,3,0,3,1,1.95%,5.50%
9951,3,3,3,2,0,3,1,1.95%,5.50%
9952,3,3,3,3,0,2,1,1.95%,5.50%
9953,3,2,2,2,0,4,1,1.95%,5.50%
9954,3,3,2,3,0,5,1,1.95%,5.50%
9955,3,3,3,3,0,4,1,1.95%,5.50%
9956,3,1,3,3,0,4,1,1.95%,5.50%
9957,1,2,3,3,0,3,1,1.95%,5.50%
9958,2,3,2,2,0,1,0,1.95%,5.50%
9959,3,3,3,2,0,2,1,1.95%,5.50%
9960,2,2,2,2,0,1,0,1.95%,5.50%
9961,2,3,3,2,0,4,1,1.95%,5.50%
9962,3,2,3,2,1,1,0,1.95%,5.50%
9963,3,2,3,3,0,3,1,1.95%,5.50%
9964,1,2,3,2,0,5,1,1.95%,5.50%
9965,2,3,3,3,0,4,1,1.95%,5.50%
9966,2,3,3,3,0,4,1,1.95%,5.50%
9967,2,3,2,2,0,2,1,1.95%,5.50%
9968,1,3,2,3,1,3,1,1.95%,5.50%
9969,3,3,2,3,1,1,0,1.95%,5.50%
9970,3,3,3,3,0,5,1,1.95%,5.50%
9971,3,3,2,2,0,3,1,1.95%,5.50%
9972,2,3,3,2,0,5,1,1.95%,5.50%
9973,2,2,2,3,1,1,0,1.95%,5.50%
9974,2,2,2,2,1,3,1,1.95%,5.50%
9975,3,2,2,2,0,3,1,1.95%,5.50%
9976,2,3,1,3,0,1,0,1.95%,5.50%
9977,3,3,2,3,0,4,1,1.95%,5.50%
9978,3,3,2,3,0,2,1,1.95%,5.50%
9979,4,1,3,2,0,4,1,1.95%,5.50%
9980,1,2,3,3,0,4,1,1.95%,5.50%
9981,3,2,3,2,0,4,1,1.95%,5.50%
9982,1,3,2,2,0,2,1,1.95%,5.50%
9983,1,3,3,3,0,4,1,1.95%,5.50%
9984,2,3,2,2,0,2,1,1.95%,5.50%
9985,3,3,3,1,0,3,1,1.95%,5.50%
9986,1,3,2,2,0,1,0,1.95%,5.50%
9987,3,3,2,2,1,2,1,1.95%,5.50%
9988,4,3,3,2,0,1,0,1.95%,5.50%
9989,1,3,3,3,0,5,1,1.95%,5.50%
9990,3,3,3,3,1,5,1,1.95%,5.50%
9991,2,2,2,3,0,4,1,1.95%,5.50%
9992,3,3,3,3,0,4,1,1.95%,5.50%
9993,1,2,2,3,0,2,1,1.95%,5.50%
9994,3,3,2,3,0,4,1,1.95%,5.50%
9995,2,3,2,2,0,5,1,1.95%,5.50%
9996,1,3,3,2,0,5,1,1.95%,5.50%
9997,2,2,2,2,0,5,1,1.95%,5.50%
9998,3,3,3,2,0,4,1,1.95%,5.50%
9999,3,3,2,2,0,1,0,1.95%,5.50%
10000,2,2,2,2,0,3,1,1.95%,5.50%
10001,2,3,3,1,0,2,1,1.95%,5.50%
10002,3,2,2,3,0,1,0,1.95%,5.50%
10003,3,2,3,2,1,3,1,1.95%,5.50%
10004,3,2,3,3,0,3,1,1.95%,5.50%
10005,4,2,2,3,1,3,1,1.95%,5.50%
10006,1,1,3,3,0,4,1,1.95%,5.50%
10007,2,2,2,3,0,3,1,1.95%,5.50%
10008,3,3,2,3,0,2,1,1.95%,5.50%
10009,3,2,3,2,0,2,1,1.95%,5.50%
10010,3,2,3,2,1,3,1,1.95%,5.50%
10011,1,3,1,2,1,2,1,1.95%,5.50%
10012,1,3,2,2,0,2,1,1.95%,5.50%
10013,2,3,2,3,0,5,1,1.95%,5.50%
10014,2,3,2,2,1,5,1,1.95%,5.50%
10015,1,3,2,2,0,5,1,1.95%,5.50%
10016,2,2,2,3,1,3,1,1.95%,5.50%
10017,2,3,2,2,0,5,1,1.95%,5.50%
10018,3,2,3,3,1,2,1,1.95%,5.50%
10019,4,2,2,3,1,5,1,1.95%,5.50%
10020,2,2,3,3,1,3,1,1.95%,5.50%
10021,1,2,3,2,1,4,1,1.95%,5.50%
10022,3,2,2,3,0,2,1,1.95%,5.50%
10023,3,3,3,3,0,2,1,1.95%,5.50%
10024,3,3,2,3,0,4,1,1.95%,5.50%
10025,3,3,3,3,1,3,1,1.95%,5.50%
10026,2,1,3,3,0,5,1,1.95%,5.50%
10027,3,3,3,3,0,3,1,1.95%,5.50%
10028,2,3,2,2,1,4,1,1.95%,5.50%
10029,3,3,2,3,0,1,0,1.95%,5.50%
10030,3,3,1,3,0,4,1,1.95%,5.50%
10031,3,2,1,2,0,4,1,1.95%,5.50%
10032,3,3,3,3,0,4,1,1.95%,5.50%
10033,2,3,3,2,0,4,1,1.95%,5.50%
10034,3,3,3,3,1,4,1,1.95%,5.50%
10035,3,3,3,2,0,5,1,1.95%,5.50%
10036,2,3,3,3,0,3,1,1.95%,5.50%
10037,3,3,3,3,0,2,1,1.95%,5.50%
10038,3,2,1,1,0,5,1,1.95%,5.50%
10039,3,3,2,3,0,3,1,1.95%,5.50%
10040,3,3,2,2,0,1,0,1.95%,5.50%
10041,4,3,2,3,0,4,1,1.95%,5.50%
10042,1,2,3,2,0,4,1,1.95%,5.50%
10043,3,2,3,2,0,1,0,1.95%,5.50%
10044,3,2,3,3,0,4,1,1.95%,5.50%
10045,3,3,3,3,1,4,1,1.95%,5.50%
10046,3,2,2,2,0,3,1,1.95%,5.50%
10047,2,3,2,3,0,4,1,1.95%,5.50%
10048,2,3,3,2,0,3,1,1.95%,5.50%
10049,2,2,3,2,0,5,1,1.95%,5.50%
10050,2,3,2,2,0,1,0,1.95%,5.50%
10051,3,3,3,2,0,5,1,1.95%,5.50%
10052,3,3,3,2,0,5,1,1.95%,5.50%
10053,3,3,2,3,0,4,1,1.95%,5.50%
10054,1,2,1,2,0,2,1,1.95%,5.50%
10055,3,2,2,3,0,1,0,1.95%,5.50%
10056,2,3,3,2,0,1,0,1.95%,5.50%
10057,3,2,2,2,0,3,1,1.95%,5.50%
10058,2,3,3,2,0,4,1,1.95%,5.50%
10059,2,2,2,2,0,2,1,1.95%,5.50%
10060,2,2,3,2,0,4,1,1.95%,5.50%
10061,2,3,2,3,0,5,1,1.95%,5.50%
10062,2,3,2,2,1,4,1,1.95%,5.50%
10063,2,3,3,2,0,2,1,1.95%,5.50%
10064,1,3,3,2,1,5,1,1.95%,5.50%
10065,2,3,3,1,0,5,1,1.95%,5.50%
10066,3,3,3,3,1,3,1,1.95%,5.50%
10067,1,3,3,2,0,3,1,1.95%,5.50%
10068,1,2,3,2,1,4,1,1.95%,5.50%
10069,3,2,2,2,0,1,0,1.95%,5.50%
10070,2,2,2,2,0,2,1,1.95%,5.50%
10071,3,3,2,2,0,3,1,1.95%,5.50%
10072,1,3,3,3,1,2,1,1.95%,5.50%
10073,1,3,2,2,0,2,1,1.95%,5.50%
10074,2,2,2,2,0,4,1,1.95%,5.50%
10075,2,3,2,2,0,5,1,1.95%,5.50%
10076,3,3,2,3,0,4,1,1.95%,5.50%
10077,2,3,2,3,0,3,1,1.95%,5.50%
10078,3,2,3,2,1,5,1,1.95%,5.50%
10079,2,2,2,2,0,2,1,1.95%,5.50%
10080,2,3,3,2,0,5,1,1.95%,5.50%
10081,4,1,2,2,0,5,1,1.95%,5.50%
10082,1,3,2,2,0,1,0,1.95%,5.50%
10083,1,2,3,3,1,1,0,1.95%,5.50%
10084,3,3,3,2,0,3,1,1.95%,5.50%
10085,3,3,2,2,1,1,0,1.95%,5.50%
10086,2,3,2,1,0,1,0,1.95%,5.50%
10087,2,2,2,3,0,5,1,1.95%,5.50%
10088,2,3,2,2,0,1,0,1.95%,5.50%
10089,2,3,3,2,0,1,0,1.95%,5.50%
10090,3,3,3,3,0,5,1,1.95%,5.50%
